Regular (kW)	PermPress (kW)	Timed (kW)
0.194	2.934	0.176
0.194	2.934	0.176
0.194	2.934	0.176
0.194	2.934	0.176
0.194	2.93	0.18
0.194	2.93	0.18
0.194	2.93	0.18
0.194	2.93	0.18
0.194	2.93	0.18
0.192	2.928	0.176
0.192	2.928	0.176
0.192	2.928	0.176
0.192	2.928	0.176
0.192	2.928	0.176
0.192	2.928	0.176
0.192	2.928	0.176
0.192	2.928	0.176
0.192	2.928	0.176
0.192	2.928	0.176
0.194	2.928	0.178
0.194	2.928	0.178
0.194	2.928	0.178
0.194	2.928	0.178
0.194	2.928	0.178
0.192	2.928	0.176
0.192	2.928	0.176
0.192	2.932	0.176
0.192	2.932	0.176
0.192	2.932	0.176
0.194	2.932	0.178
0.194	2.932	0.178
0.194	2.932	0.178
0.194	2.932	0.178
0.194	2.932	0.178
0.194	2.932	0.176
0.194	2.93	0.176
0.194	2.93	0.176
0.194	2.93	0.176
0.194	2.93	0.176
0.192	2.93	0.178
0.192	2.93	0.178
0.192	2.93	0.178
0.192	2.93	0.178
0.192	2.93	0.178
0.194	2.93	0.178
0.194	2.93	0.178
0.194	2.93	0.178
0.194	2.93	0.178
0.194	2.93	0.178
0.194	2.93	0.176
0.194	2.928	0.176
0.194	2.928	0.176
0.194	2.928	0.176
0.194	2.928	0.176
0.194	2.928	0.178
0.194	2.928	0.178
0.194	2.928	0.178
0.194	2.928	0.178
0.194	2.928	0.178
0.192	2.928	0.176
0.192	2.93	0.176
0.192	2.93	0.176
0.192	2.93	0.176
0.192	2.93	0.176
0.192	2.93	0.178
0.192	2.93	0.178
0.192	2.93	0.178
0.192	2.93	0.178
0.192	0.186	0.178
0.194	0.186	0.176
0.194	0.186	0.176
0.194	0.186	0.176
0.194	0.186	0.176
0.194	0.186	0.176
0.194	0.186	0.178
0.194	0.186	0.178
0.194	0.186	0.178
0.194	0.186	0.178
0.194	0.186	0.178
0.194	0.186	0.176
0.194	0.186	0.176
0.194	0.186	0.176
0.194	0.186	0.176
0.194	0.186	0.176
0.192	0.186	0.176
0.192	0.186	0.176
0.192	0.188	0.176
0.192	0.188	0.176
0.192	0.188	0.176
0.194	0.188	0.176
0.194	0.186	0.176
0.194	0.186	0.176
0.194	0.186	0.176
0.194	0.186	0.176
0.194	0.186	0.178
0.194	0.186	0.178
0.194	0.186	0.178
0.194	0.186	0.178
0.194	0.186	0.178
1.768	0.186	0.178
1.768	0.188	0.178
3.058	0.188	0.178
3.058	0.188	0.178
3.058	0.188	0.178
3.058	0.188	0.178
2.986	0.186	0.178
2.986	0.186	0.178
2.986	0.186	0.178
2.986	0.186	0.178
2.986	0.186	0.178
2.946	0.188	0.178
2.946	0.188	0.178
2.946	0.188	0.178
2.946	0.188	0.178
2.946	0.188	0.18
2.916	0.186	0.18
2.916	0.186	0.18
2.916	0.186	0.18
2.916	0.186	0.18
2.916	0.186	0.178
2.906	0.188	0.178
2.906	0.188	0.178
2.906	0.188	0.178
2.906	0.188	0.178
2.906	0.188	0.178
2.904	0.188	0.178
2.904	0.188	0.178
2.904	0.188	0.178
2.904	0.188	0.178
2.904	0.188	0.176
2.9	0.188	0.176
2.9	0.188	0.176
2.9	0.188	0.176
2.9	0.188	0.176
2.9	0.188	0.178
2.904	0.188	0.178
2.904	0.188	0.178
2.904	0.188	0.178
2.904	0.188	0.18
2.904	0.188	0.18
2.902	0.188	0.18
2.902	0.188	0.18
2.902	0.188	0.18
2.902	0.188	0.18
2.902	0.188	0.18
2.902	0.188	0.18
2.902	0.188	0.18
2.902	0.188	0.18
2.902	0.188	0.178
2.902	0.188	0.178
2.902	0.186	0.178
2.902	0.186	0.178
2.902	0.186	0.178
2.902	0.186	0.178
2.902	0.186	0.178
2.902	0.188	0.178
2.902	0.188	0.178
2.902	0.188	0.178
2.902	0.188	0.178
2.902	0.188	0.178
2.902	0.186	0.178
2.902	0.186	0.178
2.9	0.186	0.178
2.9	0.186	0.178
2.9	0.186	0.178
2.9	0.188	0.178
2.9	0.188	0.178
2.894	0.188	0.178
2.894	0.188	0.178
2.894	0.188	0.178
2.894	0.188	0.178
2.894	0.188	0.178
2.898	0.188	0.178
2.898	0.188	0.18
2.898	0.188	0.18
2.898	0.188	0.18
2.898	0.188	0.18
2.894	0.188	0.18
2.894	0.188	0.18
2.894	0.188	0.18
2.894	0.19	0.18
2.894	0.19	0.18
2.894	0.19	0.18
2.894	0.19	0.178
2.894	0.19	0.178
2.894	0.188	0.178
2.894	0.188	0.178
2.892	0.188	0.178
2.892	0.188	0.18
2.892	0.188	0.18
2.892	0.19	0.18
2.892	0.19	0.18
2.894	0.19	0.18
2.894	0.19	0.178
2.894	0.19	0.178
2.894	0.188	0.178
2.894	0.188	0.178
2.892	0.188	0.178
2.892	0.188	0.18
2.892	0.188	0.18
2.892	0.19	0.18
2.892	0.19	0.18
2.896	0.19	0.18
2.896	0.19	0.18
2.896	0.19	0.18
2.896	0.19	0.18
2.896	0.188	0.18
2.89	0.188	0.18
2.89	0.188	0.18
2.89	0.188	0.18
2.89	0.188	0.18
2.89	0.188	0.18
2.892	0.188	0.18
2.892	0.188	0.178
2.892	0.188	0.178
2.892	0.188	0.178
2.892	0.188	0.178
2.892	0.188	0.178
2.892	0.188	0.18
2.892	0.188	0.18
2.892	0.19	0.18
2.892	0.19	0.18
2.896	0.19	0.18
2.896	0.19	0.178
2.896	0.19	0.178
2.896	0.19	0.178
2.896	0.19	0.178
2.896	0.19	0.178
2.896	0.19	0.18
1.258	0.19	0.18
1.258	0.19	0.18
0.194	0.19	0.18
0.194	0.19	0.18
0.194	0.19	0.18
0.194	0.19	0.18
0.194	0.188	0.18
0.196	0.188	0.18
0.196	0.188	0.18
0.196	0.188	0.18
0.196	0.188	0.18
0.196	0.188	0.18
0.194	0.188	0.18
0.194	0.188	0.18
0.194	0.188	0.18
0.194	0.188	0.18
0.194	0.19	0.18
0.194	0.19	0.18
0.194	0.19	0.18
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.192	0.178
0.196	0.192	0.178
0.196	0.192	0.178
0.196	0.192	0.18
0.196	0.192	0.18
0.196	0.19	0.18
0.192	0.19	0.18
0.192	0.19	0.18
0.192	0.19	0.178
0.192	0.19	0.178
0.192	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.188	0.18
0.192	0.188	0.18
0.192	0.188	0.18
0.192	0.188	0.18
0.192	0.188	0.18
0.192	0.188	0.178
0.192	0.188	0.178
0.192	0.19	0.178
0.192	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.19	0.178
0.194	0.188	0.178
0.194	0.188	0.178
0.194	0.188	0.178
0.194	0.188	0.178
0.194	0.188	0.178
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.192	0
0.192	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.192	0
0.192	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.19	0
0.194	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.192	0
0.192	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.192	0
0.192	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.192	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.192	0
0.194	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.19	0.192	0
0.19	0.192	0
0.19	0.192	0
0.19	0.192	0
0.19	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.192	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.188	0
0.19	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.19	0
0.19	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.19	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.19	0
0.192	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.19	0
0.194	0.188	0
0.194	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.188	0
0.192	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.19	0
0.19	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.19	0
0.188	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.188	0
0.19	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.188	0
0.19	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.19	0
0.19	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.19	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.19	0
0.19	0.188	0
0.19	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.19	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.188	0.188	0
0.19	0.188	0
0.19	0.188	0
0.006	0.188	0
0.006	0.188	0
0.006	0.188	0
0.006	0.188	0
0.006	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0	0.19	0
0	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0	0.192	0
0	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.188	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.19	0
0.002	0.192	0
0.002	0.192	0
0.002	0.192	0
0	0.192	0
0	0.192	0
0.002	0.008	0
0.002	0.008	0
0.002	0.008	0
0.002	0.008	0
0.002	0.008	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0.002	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
